0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
0.176945206,0.224683299,0.27388121,0.324538937,0.376656481,0.430233841,0.505700941,0.575097565,0.626184665,0.652409239,0.654982389,0.639461657,0.611775604,0.5776364,0.543863852,0.51585786,0.495612651,0.481747503,0.471925473,0.4669474,0.470814369,0.488433626,0.522152021,0.569071328,0.623393915,0.681771489,0.747232929,0.829148513,0.937741838,1.077208044,1.242033651,1.419296679,1.59186243,1.740394711,1.848971537,1.911084108,1.931413747,1.922453671,1.897521082,1.865756324,1.831646152,1.798438297,1.76979833,1.74780814,1.732154788,1.720382239,1.708182297,1.690874377,1.665341373,1.630817031,1.588425281,1.540813901,1.491687868,1.444395271,1.405386863,1.384408213,1.385907488,1.406507737,1.440816513,1.481432938,1.522107149,1.558464101,1.585933746,1.602768759,1.612757998,1.620125482,1.623099426,1.618131891,1.605018487,1.583103119,1.552861401,1.516317604,1.476594698,1.438775815,1.409246955,1.404760827,1.453558473,1.576706714,1.776302043,2.032214251,2.304944264,2.551071292,2.734593749,2.831070867,2.833872472,2.761615507,2.648692165,2.526234608,2.418047648,2.339109224,2.294894136,2.287804075,2.316971736,2.376585619,2.456318271,2.543157546,2.624685417,2.691774253,2.739887733,2.768175158,2.778190234,2.771176984,2.748566689,2.712955071,2.667324087,2.614462761,2.557084781,2.497570848,2.437287648,2.37777787,2.324776543,2.289537828,2.284140188,2.319200008,2.397822675,2.501899831,2.618110518,2.734794444,2.834840175,2.904660311,2.942581666,2.953217588,2.946025112,2.933521318,2.919839392,2.898856085,2.881186991,2.877582933,2.890815982,2.922891117,2.976862431,3.049701872,3.139042444,3.240820419,3.345745836,3.426172819,3.501537599,3.571840174,3.637080546,3.697258713
0.186876104,0.234744896,0.283978269,0.334576222,0.386538756,0.439865871,0.51492756,0.583804305,0.634342274,0.660070535,0.662315746,0.6466594,0.618998882,0.58504122,0.551542243,0.523800583,0.503723147,0.489919736,0.480115475,0.475120937,0.478914392,0.496493897,0.530206756,0.577003653,0.631185668,0.689387441,0.754606083,0.836001793,0.943571001,1.081461839,1.244331402,1.419552716,1.590116797,1.736987286,1.844496464,1.905697817,1.92512862,1.915586425,1.890692778,1.85961345,1.826709322,1.795070722,1.768159461,1.747944245,1.733629888,1.722226442,1.709609729,1.69174563,1.665826144,1.63105244,1.588485162,1.540741371,1.491400394,1.443783668,1.404313144,1.382717976,1.383267986,1.402473865,1.434974383,1.473879674,1.513325613,1.54887862,1.575908684,1.592837258,1.603392497,1.61154803,1.615165922,1.610563525,1.5976658,1.57615671,1.546540498,1.510479545,1.471126777,1.434010518,1.405176998,1.400820063,1.448763035,1.570015235,1.767153889,2.02056043,2.291202338,2.535802568,2.718644401,2.815570116,2.819423457,2.748247002,2.636009131,2.513756108,2.40555082,2.326481527,2.282012634,2.274458024,2.303007076,2.361954924,2.441091381,2.527550474,2.608968691,2.676223625,2.724612259,2.753313117,2.763678925,2.756858968,2.73433936,2.698736838,2.653053905,2.600118922,2.542754629,2.483372973,2.42331652,2.36411313,2.311034678,2.275111245,2.268479723,2.30201888,2.379315725,2.48233098,2.597639567,2.714003877,2.814346171,2.884611238,2.922636408,2.93301288,2.925313358,2.912343714,2.898441968,2.877230468,2.859230267,2.855793289,2.869452849,2.901970439,2.956192193,3.029295618,3.118902084,3.220923541,3.32590725,3.406607652,3.482276142,3.55291272,3.618517386,3.67909014
0.191210019,0.236256607,0.282782382,0.330787344,0.380271494,0.431234831,0.503390424,0.569650149,0.618319473,0.643155486,0.645231321,0.629796621,0.602664095,0.569603722,0.537225933,0.51053104,0.491175793,0.477685934,0.467867711,0.462492162,0.46546044,0.481979407,0.51455346,0.560243607,0.613389625,0.670395504,0.734028696,0.813115631,0.917448627,1.051287695,1.209552838,1.380238651,1.546832078,1.690576912,1.796077174,1.856721753,1.877147682,1.86947526,1.846640643,1.817488842,1.786076575,1.755377711,1.728858274,1.708525866,1.694002311,1.682870598,1.671117864,1.654301231,1.629375003,1.595559308,1.553923016,1.507027246,1.458450697,1.411628418,1.373145982,1.352500843,1.353392687,1.372004329,1.403038464,1.44006846,1.477748266,1.511638153,1.537054959,1.552787769,1.562847939,1.570984227,1.574619404,1.569994917,1.557261824,1.536557605,1.508332862,1.473658205,1.43559996,1.399571581,1.371169014,1.366194048,1.411722468,1.528129819,1.718103782,1.962709071,2.223821318,2.459551178,2.63570062,2.728888663,2.732158044,2.66328842,2.555169257,2.437746329,2.33429493,2.259322,2.218012729,2.21272582,2.24257769,2.301982583,2.380795694,2.466327119,2.546458799,2.612309758,2.659466115,2.687388658,2.69754768,2.691322746,2.670062179,2.636276377,2.592759124,2.542188748,2.487160257,2.429897107,2.371697041,2.314048959,2.262148497,2.226997895,2.220331131,2.252636286,2.327256438,2.426321029,2.536245244,2.646395366,2.741085512,2.807094685,2.842115456,2.850721811,2.842486569,2.829658285,2.816121298,2.795116568,2.776571864,2.772210443,2.785084112,2.816644878,2.869334905,2.940522634,3.028024762,3.127685464,3.230197184,3.308714118,3.382196051,3.450642983,3.514054914,3.572431843
0.185560733,0.229240476,0.274255184,0.320604859,0.368289499,0.417309105,0.486499625,0.550094407,0.596785769,0.620445209,0.622112062,0.606897542,0.580406288,0.548101013,0.516379951,0.490149617,0.471161263,0.458073067,0.44862463,0.443403803,0.44607565,0.461695577,0.492674328,0.536168301,0.586876097,0.641308903,0.702033067,0.777660379,0.877999397,1.007552574,1.161557584,1.32836187,1.491782883,1.633306404,1.737817826,1.798541869,1.819521606,1.812402292,1.789918784,1.760931786,1.72950264,1.698588526,1.671688347,1.65085911,1.63588904,1.624502258,1.612629386,1.595828647,1.571066966,1.537561504,1.496355033,1.450014828,1.402176789,1.356274746,1.318704081,1.29879021,1.300346159,1.319793006,1.351925113,1.390041199,1.428416335,1.462653019,1.488221839,1.503712277,1.512962105,1.519875648,1.522354997,1.51701442,1.504046907,1.483354686,1.455259929,1.420959873,1.383599463,1.348193735,1.319853786,1.314189329,1.358563684,1.47405726,1.663890586,1.909318258,2.172072512,2.409870946,2.588187632,2.683013971,2.686763231,2.617038014,2.507186089,2.387887531,2.282859514,2.20672192,2.164703326,2.159186386,2.189296332,2.249331807,2.329050953,2.415580737,2.496681801,2.563361631,2.611132396,2.639338085,2.649519517,2.643182103,2.621667239,2.58744532,2.543379564,2.492088697,2.436207835,2.378023325,2.318893934,2.260253047,2.207504922,2.17180673,2.165059217,2.198004332,2.274045599,2.375023111,2.487330604,2.600082861,2.696947368,2.764342341,2.800157921,2.809010784,2.80053367,2.787337641,2.773347556,2.751855759,2.733072907,2.728692789,2.741563833,2.773301665,2.826617285,2.898915473,2.987776529,3.089106875,3.193360738,3.273271554,3.348116052,3.417894231,3.482606092,3.542251635
0.218103708,0.272036363,0.327549937,0.384644431,0.443319843,0.503576174,0.588545713,0.666515575,0.723684318,0.752740485,0.75513947,0.73716123,0.705580858,0.666976971,0.629034371,0.597669207,0.574985795,0.559390628,0.548300084,0.542622405,0.546929561,0.566773458,0.604535979,0.657053264,0.717891879,0.783313664,0.856664591,0.948100306,1.06818483,1.220860542,1.399861267,1.591203305,1.776275407,1.934390204,2.048833025,2.113743294,2.135160859,2.126536935,2.101326909,2.068641716,2.032992045,1.997805779,1.966925693,1.942614109,1.924915084,1.91185094,1.89892616,1.880735813,1.853613048,1.816726393,1.771324015,1.720206713,1.667361444,1.616500534,1.574839031,1.552933837,1.555308097,1.578188072,1.615772689,1.66009103,1.704282012,1.743477389,1.772699847,1.790170546,1.800218752,1.807427264,1.809805874,1.803734947,1.789176498,1.765425941,1.732716509,1.693103282,1.650258989,1.609407021,1.577924512,1.574242113,1.62744033,1.75831643,1.967752066,2.233947276,2.515713033,2.768547277,2.956021879,3.053466073,3.055452088,2.982076461,2.868203115,2.74486998,2.635734553,2.555902702,2.511220698,2.504468675,2.534763721,2.596019443,2.677345456,2.765301714,2.847221905,2.913963826,2.961209588,2.988633154,2.998171648,2.991341298,2.969511842,2.934980738,2.890522241,2.838600833,2.781785443,2.722308682,2.661532735,2.601149134,2.547261268,2.511852067,2.507348157,2.544362913,2.625275622,2.731609041,2.850521964,2.969693844,3.071019253,3.140877534,3.178720202,3.189558504,3.182609649,3.170179257,3.156029084,3.13465244,3.117148755,3.113542798,3.125891056,3.156701705,3.209521403,3.281121029,3.368779532,3.46864086,3.571430692,3.650135066,3.723822053,3.792491655,3.85614387,3.914778699
0.21026821,0.262703489,0.316643015,0.372086788,0.429034808,0.487487074,0.569852085,0.645443103,0.7008454,0.728929769,0.731089317,0.713441164,0.682576027,0.644842319,0.60770652,0.576966842,0.554734174,0.539473312,0.528634205,0.523121683,0.527412681,0.546815796,0.583609541,0.634793048,0.694082998,0.757935919,0.829847382,0.920226041,1.039896415,1.19290166,1.372855436,1.565460621,1.751900287,1.911379238,2.026926257,2.092451014,2.113762043,2.104505731,2.078497408,2.045108519,2.00894719,1.97344954,1.942412336,1.918054634,1.900363696,1.887203539,1.873948793,1.855285692,1.827682155,1.790382693,1.744615204,1.693176702,1.640130696,1.589280303,1.547802896,1.52617618,1.528920138,1.552312034,1.59054,1.635448516,1.680048411,1.719517416,1.748966753,1.766602336,1.776723556,1.783946124,1.786349827,1.78040833,1.765992356,1.742146323,1.709130274,1.669204872,1.625931335,1.584484135,1.552584982,1.54895563,1.603215194,1.736626312,1.950008627,2.221057179,2.507943775,2.765458394,2.956301946,3.05533106,3.057156923,2.982147743,2.865921364,2.740194839,2.628987381,2.547611124,2.502012059,2.495019415,2.525680127,2.587781842,2.67025469,2.759486709,2.842611607,2.910350018,2.958290976,2.986171348,2.995928502,2.989025257,2.966827236,2.931728561,2.88651159,2.833792262,2.776270247,2.716213609,2.654955655,2.594307692,2.540527393,2.505648038,2.502070862,2.54024655,2.622440328,2.729965361,2.84974627,2.969517411,3.071302634,3.14162004,3.179932044,3.191302276,3.184934976,3.173004821,3.159247187,3.137942724,3.12024671,3.116548744,3.129073598,3.160493933,3.214240349,3.287092485,3.376503526,3.478443965,3.583482441,3.664156529,3.739854192,3.810575428,3.876320239,3.937088623
0.232919873,0.285962664,0.340464986,0.396426839,0.453848221,0.512729135,0.595715625,0.671763572,0.727314876,0.7552213,0.756908678,0.738494618,0.706735358,0.668169337,0.630425547,0.599327874,0.576954636,0.56171299,0.550905208,0.545349724,0.549516763,0.568646724,0.605036532,0.655801501,0.71475244,0.778260836,0.849406641,0.938241547,1.05553434,1.205623149,1.382556812,1.572382354,1.756642118,1.91493388,2.030505488,2.096954199,2.119530871,2.111561709,2.086775225,2.054549781,2.019466748,1.984845689,1.954453208,1.930568595,1.913205577,1.900161677,1.886912741,1.868286537,1.840813411,1.80368582,1.758108489,1.70682779,1.653823857,1.602892647,1.561337722,1.539783248,1.542787617,1.566591063,1.605418255,1.651140615,1.696526995,1.736547702,1.766169127,1.783532879,1.793012117,1.799344767,1.800699667,1.793646602,1.778260479,1.753647193,1.72002051,1.67975581,1.636357031,1.594814649,1.562629249,1.557875311,1.609645963,1.73941424,1.948710617,2.21609239,2.500432993,2.756889953,2.948244304,3.049334944,3.054219347,2.982168979,2.868089438,2.743754353,2.633458659,2.552851505,2.508055892,2.502058005,2.533909301,2.597264774,2.680860255,2.770953704,2.854627502,2.922596028,2.970455528,2.998115237,3.007855467,3.001374363,2.979974155,2.945890314,2.901782707,2.850104892,2.79330482,2.733500555,2.67185871,2.609994771,2.55405201,2.51633191,2.510091642,2.546585485,2.628506596,2.737217521,2.859731266,2.983187941,3.088354668,3.160824826,3.200045603,3.211124658,3.203600623,3.190189977,3.174992525,3.152543034,3.134287857,3.13024443,3.14239259,3.173281588,3.226872323,3.299724047,3.389035343,3.49079433,3.5954445,3.675367383,3.750090233,3.819613051,3.883935836,3.943058588
0.228894294,0.283815141,0.340264435,0.398242173,0.457748357,0.518782986,0.604789538,0.683623599,0.741255284,0.77030299,0.772231015,0.753353745,0.720660951,0.68096894,0.642176637,0.610260813,0.58733258,0.571734705,0.560698347,0.555086098,0.559496938,0.579306187,0.616878693,0.669288976,0.730154326,0.795730545,0.869183649,0.960639315,1.080820354,1.233898181,1.413722811,1.606115322,1.792444431,1.952140931,2.068421448,2.1350859,2.157558178,2.149277018,2.124253172,2.092041282,2.057279829,2.023230837,1.993568076,1.970466652,1.953874997,1.941473235,1.928464353,1.909663147,1.881864302,1.844402576,1.798507609,1.746886198,1.693484604,1.642118314,1.600222104,1.578601191,1.581865675,1.606202736,1.645746737,1.692237884,1.738325756,1.778899805,1.80885046,1.826271465,1.835653091,1.841854088,1.843058029,1.835792013,1.820159845,1.795271802,1.761296666,1.720630276,1.676851511,1.634904949,1.602578315,1.59817854,1.650574541,1.780799778,1.990072822,2.25681311,2.539997537,2.795053318,2.985143412,3.085357308,3.090266564,3.019280463,2.906872407,2.78428586,2.675494934,2.595939211,2.551759769,2.545948546,2.577606476,2.640269582,2.72289653,2.81190045,2.89448028,2.961456436,3.008553832,3.035784767,3.04548442,3.039410418,3.01877299,2.985659603,2.942749913,2.892338403,2.836747843,2.777932007,2.717099981,2.655883748,2.600375103,2.562968532,2.556807723,2.593069093,2.674260272,2.781913037,2.903294743,3.025413239,3.129266607,3.200624151,3.239124118,3.249916525,3.242399808,3.229075167,3.214003332,3.19186883,3.174070388,3.170187541,3.182105177,3.212453645,3.265158682,3.336722252,3.424417684,3.52427507,3.626965235,3.705420893,3.778778979,3.847039495,3.910202441,3.968267815
0.199470623,0.24618717,0.294135545,0.343315749,0.393727782,0.445371643,0.518109549,0.584754817,0.633359183,0.657603495,0.658697257,0.642082237,0.613715296,0.579332463,0.545656014,0.517838817,0.497737921,0.483961967,0.474094837,0.468853388,0.472195776,0.488756759,0.520495493,0.564946685,0.616651911,0.672445422,0.735103465,0.813670047,0.918003398,1.052155586,1.210849279,1.381528323,1.547503169,1.690387533,1.794888362,1.855107449,1.875735925,1.868714711,1.846479274,1.817466403,1.785745505,1.754317885,1.726615907,1.704652088,1.68845566,1.676178185,1.663867719,1.646817264,1.621828623,1.588110571,1.546686281,1.500095745,1.452097387,1.406123995,1.368701903,1.349339995,1.352070698,1.373477338,1.408290676,1.449190414,1.48970023,1.525370298,1.551753285,1.567146621,1.57546994,1.580986888,1.582048141,1.575608496,1.561669057,1.539354018,1.508838516,1.472337887,1.433068309,1.395335351,1.365885526,1.360897944,1.406982822,1.524528861,1.715907851,1.961884046,2.224433132,2.461870037,2.639451247,2.73337838,2.737731531,2.669774707,2.561873047,2.444309924,2.340476498,2.265025309,2.223285257,2.217742607,2.247482718,2.306630649,2.38488781,2.469592876,2.548670526,2.613390554,2.659505052,2.686585265,2.696451711,2.690495505,2.669940747,2.636987914,2.594399102,2.54469034,2.49030755,2.433412391,2.375269951,2.317372624,2.265208334,2.229858433,2.223523436,2.256905301,2.332919412,2.433843509,2.547100653,2.661150525,2.758700244,2.826221297,2.86242056,2.87195132,2.864023926,2.850899893,2.836491659,2.815025397,2.797043863,2.792849079,2.804544636,2.834322596,2.885725344,2.955855979,3.042210542,3.141027126,3.242980047,3.321008315,3.394198249,3.462549848,3.526063113,3.584738044
0.200975486,0.248445245,0.297280704,0.347481864,0.399048725,0.451981286,0.526655095,0.595162261,0.645270239,0.670475057,0.672018456,0.655446083,0.62680474,0.592005543,0.557932858,0.529839313,0.509566229,0.495619566,0.48561369,0.480325281,0.483838587,0.500992385,0.533783625,0.579683353,0.632981725,0.690367401,0.754818631,0.835851632,0.943863149,1.083070422,1.247971982,1.425479299,1.598169487,1.746814721,1.8555359,1.918439479,1.940240267,1.932879383,1.909204276,1.878192892,1.84437523,1.811038106,1.781817083,1.758827791,1.742324707,1.730488669,1.71869468,1.701541768,1.675755054,1.640755786,1.597788285,1.549488788,1.499629608,1.45173105,1.412573626,1.392082271,1.394316601,1.415575728,1.450355479,1.491319777,1.532283155,1.568690061,1.595784646,1.611955978,1.621337769,1.62818206,1.630398918,1.624477103,1.610354583,1.587426451,1.556036252,1.518259726,1.477474154,1.438228211,1.40762487,1.402786075,1.451513868,1.574805997,1.774681713,2.030821733,2.303453315,2.549425009,2.732875513,2.829110552,2.832378069,2.761123798,2.649095237,2.527510033,2.420295309,2.342500002,2.299581508,2.294162843,2.325279439,2.386821347,2.468112153,2.555992792,2.637949195,2.705014304,2.752723144,2.780712704,2.790741707,2.784322273,2.762793859,2.728496271,2.684346535,2.632867445,2.576671647,2.517934656,2.457832266,2.397914318,2.343838103,2.307403285,2.301135896,2.336000264,2.414874152,2.519203957,2.635827259,2.752778345,2.852564013,2.921400548,2.957953917,2.967244041,2.958982769,2.945678436,2.931189997,2.909421686,2.891095705,2.886917033,2.89937058,2.930624328,2.983944715,3.056485862,3.145651478,3.247221444,3.351672311,3.431491748,3.506141022,3.575620133,3.63992908,3.699067864
