0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
-0.15757572,-0.110929275,-0.061982687,-0.010735956,0.042810918,0.098657936,0.177057272,0.250659582,0.307262415,0.33946344,0.347582421,0.336764116,0.31301335,0.282121002,0.250742372,0.224528259,0.205815848,0.193540056,0.185310998,0.181529822,0.185987549,0.20369902,0.237436536,0.284857145,0.34005328,0.398867806,0.463220358,0.542096046,0.646459766,0.781965879,0.944353027,1.121386315,1.296213746,1.449301569,1.56361209,1.631126376,1.655190167,1.648199495,1.624286118,1.59322824,1.55964696,1.52661071,1.497644511,1.474967846,1.458429113,1.445809955,1.432934629,1.415220443,1.389432346,1.354450832,1.31119134,1.262158942,1.211085746,1.161507302,1.119457014,1.094672456,1.092410832,1.109994479,1.142240383,1.181759032,1.221706634,1.257559003,1.28483959,1.301409863,1.310451752,1.316533748,1.318650435,1.31332175,1.300085694,1.278128263,1.247484836,1.210366218,1.170000157,1.13116963,1.100004148,1.092344893,1.135912327,1.252636641,1.446285659,1.69818997,1.969329443,2.215942016,2.401488179,2.500965421,2.506611616,2.435504981,2.321844683,2.197962336,2.088954984,2.010637784,1.968560759,1.965053004,1.999401551,2.065696556,2.152872638,2.247159581,2.335701213,2.409098046,2.462217522,2.493252,2.503551346,2.495291425,2.470401126,2.431479511,2.381401902,2.323795222,2.262478172,2.200053742,2.137323015,2.075332192,2.020339602,1.984037641,1.978102603,2.01302009,2.093324809,2.201954139,2.324523438,2.448507176,2.555881925,2.632363567,2.675735977,2.689578984,2.682603061,2.668444277,2.652976266,2.629614088,2.608249125,2.600961578,2.610887739,2.639972315,2.691529234,2.762942004,2.851411696,2.953091563,3.058614096,3.139553805,3.215741526,3.287177259,3.353861002,3.415792758
-0.154175819,-0.107675565,-0.058815025,-0.007594199,0.045986913,0.101928311,0.180621063,0.25452108,0.311355785,0.343647502,0.351692303,0.340679971,0.316638463,0.285393011,0.253662345,0.227166353,0.208260523,0.195852416,0.18753677,0.183692397,0.18813595,0.206017447,0.240093406,0.287909826,0.343597586,0.402955436,0.467988692,0.547799701,0.65340877,0.790448673,0.954623235,1.133628083,1.310380072,1.46519322,1.580946972,1.649364555,1.673812693,1.666881314,1.642870345,1.61168174,1.577991751,1.544879697,1.515901637,1.493316598,1.476866563,1.464144726,1.450936049,1.432734268,1.406343128,1.370681119,1.326679169,1.276855541,1.224932083,1.174448109,1.131483188,1.105935262,1.103081058,1.120085938,1.15163976,1.190537956,1.230224156,1.266176711,1.293769781,1.310913166,1.320826814,1.328002924,1.331128125,1.326423638,1.313410593,1.291499237,1.260770838,1.223233388,1.182282761,1.143048914,1.111679191,1.104270917,1.148927121,1.267768611,1.464546196,1.720243662,1.995260418,2.245263662,2.433453616,2.534525278,2.540539552,2.468939456,2.354304576,2.229201713,2.118943075,2.039471374,1.996404609,1.992097274,2.025907827,2.091924339,2.179126173,2.273682051,2.362673941,2.436629758,2.490348169,2.521942896,2.532623973,2.524556163,2.499659467,2.460545535,2.410091517,2.351936145,2.29008908,2.227274835,2.164250063,2.101932605,2.046444782,2.009580181,2.003156161,2.037822817,2.118335988,2.227496168,2.350692504,2.475373674,2.583403404,2.660327289,2.703727388,2.717255921,2.70991596,2.69559681,2.680358855,2.657353923,2.636303389,2.62962239,2.640547718,2.670878022,2.723649095,2.79620547,2.885762862,2.988438743,3.094674342,3.176362655,3.253201653,3.325191338,3.392331709,3.454622767
-0.146846072,-0.102962386,-0.056767562,-0.008261601,0.042555498,0.095683734,0.170693278,0.241010952,0.295005521,0.325684459,0.333315935,0.322731794,0.299760033,0.270197048,0.24047212,0.215827251,0.198239896,0.186548124,0.178538434,0.174617823,0.17846337,0.195118037,0.227384172,0.273014226,0.326276432,0.382925023,0.444597437,0.519836481,0.619283712,0.748680268,0.904226652,1.074385992,1.243009355,1.391315009,1.502776034,1.569261174,1.593764299,1.588221216,1.566374969,1.537754332,1.506683263,1.475936701,1.448894628,1.42774632,1.412308573,1.4003454,1.387857717,1.370510352,1.345217766,1.310907544,1.268461226,1.220262428,1.169898587,1.120916619,1.07942335,1.054965138,1.052170458,1.067954636,1.09721414,1.133397976,1.170564141,1.20420561,1.229735344,1.245431832,1.254658349,1.261592595,1.264517481,1.259652201,1.24676344,1.225670084,1.196495401,1.160782903,1.121684955,1.084162499,1.053924185,1.045915433,1.08670782,1.197669188,1.382945051,1.624853207,1.88566143,2.12307257,2.302150652,2.398783095,2.405146671,2.337399168,2.228338506,2.109319938,2.004796457,1.930133737,1.890634422,1.888582009,1.923389167,1.989326767,2.075577807,2.168651547,2.255989242,2.328369941,2.380829344,2.411727866,2.422369745,2.41501264,2.391567118,2.354479688,2.306481836,2.251027582,2.191825873,2.131387571,2.070513447,2.010062306,1.955892197,1.919530172,1.912477909,1.945055228,2.021990239,2.126340338,2.243506974,2.361785672,2.464323304,2.537217366,2.577782201,2.589660474,2.58175151,2.567460297,2.552453685,2.529587489,2.508067135,2.50053494,2.510537111,2.539516298,2.590258463,2.660365372,2.747365686,2.847285718,2.950743579,3.030138429,3.104816138,3.174776706,3.240020135,3.300546423
-0.159716354,-0.116746716,-0.071509768,-0.024005509,0.025766059,0.077804937,0.15123157,0.220154756,0.273131861,0.303215752,0.310605964,0.300047409,0.277280147,0.247949289,0.218392311,0.193834224,0.176317323,0.164744702,0.156849891,0.152949882,0.156616993,0.17277184,0.204161712,0.248640885,0.300654049,0.356058487,0.41639427,0.490137359,0.587941518,0.715655762,0.869573231,1.038239614,1.205631693,1.353125889,1.46426221,1.53084912,1.555645548,1.550422904,1.52879219,1.500286744,1.469230092,1.438394172,1.411177593,1.389786653,1.374091274,1.361948084,1.349392395,1.33207115,1.306849939,1.272660454,1.230393305,1.182441828,1.13244157,1.083952163,1.043041099,1.019184306,1.017082997,1.033765471,1.064144045,1.10143662,1.139395382,1.173498031,1.199238638,1.214795447,1.223488017,1.229611286,1.231753875,1.226366565,1.213230687,1.191977219,1.162640003,1.126928209,1.087990992,1.050548813,1.020200647,1.011838719,1.052164347,1.162794917,1.348069152,1.590405703,1.852018859,2.090465776,2.270577921,2.367988241,2.374704717,2.306789587,2.197200017,2.077568383,1.972551238,1.897615382,1.858091309,1.856293968,1.891611573,1.958206302,2.04519168,2.138959494,2.226845482,2.299609229,2.352248529,2.383152226,2.393741667,2.386324841,2.362818722,2.325685382,2.277644654,2.222111267,2.162762198,2.102128768,2.040987098,1.980221175,1.925753228,1.889186335,1.882167084,1.915165845,1.992857578,2.098228531,2.216683192,2.336288301,2.439857481,2.513353822,2.554202081,2.566088294,2.557923959,2.543236189,2.527783985,2.504484759,2.482673192,2.474860309,2.484469809,2.513093789,2.56373993,2.633911822,2.721103859,2.821439318,2.925465669,3.005220121,3.080272352,3.150622362,3.21627015,3.277215716
-0.126275551,-0.073691243,-0.018564268,0.039105376,0.099317687,0.162072665,0.250368363,0.333070293,0.396415034,0.432110946,0.440534024,0.427487117,0.399838281,0.364237133,0.328259398,0.298245747,0.276760299,0.262577904,0.252975037,0.248341018,0.252943406,0.272492451,0.310085263,0.363133266,0.425078387,0.49127185,0.563777555,0.652218312,0.767994663,0.916623556,1.093179192,1.284453007,1.47234108,1.636013796,1.757496431,1.828659608,1.853778646,1.846577263,1.821993151,1.790096953,1.755492847,1.721231809,1.690990868,1.667130247,1.649515283,1.63582708,1.621774297,1.602586299,1.574806715,1.537257015,1.490867363,1.438211602,1.383274403,1.32990935,1.284807176,1.258661691,1.257208682,1.277503411,1.313897435,1.358256456,1.402864054,1.44262255,1.472601898,1.490418988,1.499662976,1.505526383,1.507101516,1.500779945,1.486217681,1.46251244,1.429474912,1.389428741,1.345964131,1.304153905,1.270835121,1.26324641,1.310210794,1.433683644,1.636394861,1.898072769,2.178116925,2.431598672,2.621473658,2.722628113,2.728029049,2.656119783,2.541921154,2.417700442,2.308253691,2.229439451,2.187217724,2.18425568,2.219903492,2.287962522,2.376943509,2.472602339,2.561849093,2.635251391,2.687883732,2.718277864,2.728280935,2.720349968,2.696366878,2.65867458,2.609862602,2.553292767,2.492671124,2.430515713,2.367473994,2.304563351,2.248507903,2.211592493,2.205915209,2.241978745,2.323856274,2.434475767,2.559836464,2.686684668,2.79587531,2.873090047,2.916949032,2.931326966,2.924686887,2.910544492,2.894759174,2.871281856,2.850298835,2.843027674,2.852117621,2.879805427,2.929816664,2.999281729,3.085323344,3.184394021,3.287194086,3.365957054,3.440092589,3.509600692,3.574481363,3.634734602
-0.12875699,-0.076463745,-0.021610736,0.035802038,0.095774575,0.158306877,0.246301723,0.328770211,0.391991054,0.427687342,0.436213365,0.423349967,0.395938959,0.360593776,0.324830112,0.294950995,0.273514372,0.259317757,0.249680573,0.245034685,0.249683457,0.269338822,0.307093023,0.360380595,0.422578891,0.489011395,0.561855585,0.651036659,0.76833476,0.919438826,1.099310669,1.294415122,1.48621438,1.653446481,1.777676164,1.850411116,1.875893022,1.86815353,1.842561631,1.809465302,1.773655456,1.738318365,1.707205179,1.682732297,1.664741423,1.65075501,1.636351768,1.616679233,1.588234053,1.549843393,1.502480568,1.448781533,1.39286231,1.33872636,1.293147459,1.266817843,1.26536021,1.285770401,1.322388857,1.366991791,1.411829261,1.45175199,1.481866415,1.499900888,1.509479646,1.515722196,1.517611862,1.511522993,1.497110803,1.473387874,1.44013363,1.399651954,1.355569901,1.313039214,1.279104045,1.271467633,1.319906251,1.447106023,1.655807283,1.925058239,2.213113011,2.47381733,2.66900145,2.772731712,2.777811633,2.703252217,2.585210564,2.456973282,2.343992479,2.262521702,2.218677059,2.215189826,2.251376713,2.320881074,2.411904379,2.509847979,2.60123455,2.676428614,2.730417823,2.761658503,2.771967157,2.763849923,2.739213409,2.700462717,2.650248773,2.59212696,2.530008658,2.466506154,2.402248927,2.338284764,2.281646996,2.244947931,2.240235228,2.277853639,2.361720649,2.474379129,2.601393285,2.729436942,2.839511378,2.917360209,2.961674906,2.976488953,2.970319938,2.95662301,2.941173178,2.917672569,2.896291722,2.888831667,2.898253647,2.926785881,2.978137096,3.049556521,3.138227527,3.24032776,3.346409083,3.427920932,3.504801097,3.577049575,3.644666369,3.707651477
-0.112564685,-0.061054145,-0.007017982,0.049543802,0.108631209,0.170244238,0.257014958,0.338287376,0.400510757,0.435572766,0.44383751,0.430931797,0.403630846,0.368590445,0.333293189,0.303892113,0.28284108,0.268908494,0.259417798,0.254759334,0.259126014,0.278091188,0.314689744,0.366479683,0.427011376,0.491617176,0.562147395,0.647993473,0.760622367,0.905851836,1.079136968,1.267599695,1.453403163,1.615968652,1.737379395,1.809308971,1.835545596,1.82938953,1.805650884,1.774435309,1.740381152,1.706538687,1.676539185,1.652749528,1.635135142,1.62144486,1.607394057,1.588219972,1.560468022,1.522995296,1.476730028,1.424220158,1.36943302,1.316263854,1.271469148,1.245661363,1.244371635,1.264625548,1.300904022,1.345146391,1.389613216,1.429155906,1.45881355,1.476245301,1.485096031,1.490504777,1.49151328,1.484634977,1.469668056,1.445723775,1.41260455,1.372668186,1.329399697,1.287667626,1.254178257,1.245844895,1.291378366,1.413170726,1.61456946,1.875822485,2.156485858,2.411503349,2.603484671,2.706911011,2.714281364,2.643407214,2.529161746,2.404281645,2.29407006,2.214789185,2.172587785,2.17023905,2.207036928,2.276602474,2.367171093,2.464275949,2.554646376,2.628743809,2.681637308,2.712036729,2.722077763,2.714407599,2.690888459,2.653756155,2.605525725,2.549498059,2.489273818,2.427194104,2.363771959,2.299987515,2.242643124,2.204373624,2.197880819,2.233990321,2.316829641,2.429109751,2.556958575,2.68664123,2.798203135,2.876820019,2.921340345,2.935810697,2.928856474,2.914067228,2.897403942,2.872994589,2.851433574,2.843744032,2.852358146,2.879732587,2.930085982,3.000409067,3.087687707,3.188308985,3.292816006,3.372797262,3.448111191,3.518757795,3.584737073,3.646049025
-0.118516687,-0.066315317,-0.01146686,0.046028685,0.106171319,0.168961041,0.25746403,0.340564827,0.404283869,0.440143186,0.448405254,0.434840037,0.406438462,0.370016538,0.333315191,0.302767592,0.281006667,0.266793075,0.257225716,0.252587263,0.257115654,0.276465776,0.313763475,0.366608352,0.428527479,0.494864599,0.567561322,0.656248878,0.772444668,0.921800569,1.099464496,1.292184096,1.481763273,1.647325693,1.770775965,1.843780589,1.870325688,1.864127691,1.84021241,1.808762055,1.77444148,1.740268144,1.709898807,1.685773522,1.667875114,1.653914126,1.639557917,1.620054059,1.591929001,1.554012602,1.50720512,1.454049413,1.398608192,1.344831908,1.299628567,1.273958097,1.27361301,1.295615564,1.334279938,1.3810936,1.427770455,1.469002522,1.499753383,1.517461352,1.525880796,1.530519722,1.530681738,1.522990885,1.50727178,1.482464608,1.448308114,1.407390545,1.363266046,1.320722734,1.286785681,1.278855903,1.325883177,1.450095021,1.654429504,1.918681216,2.202085914,2.459333978,2.652835483,2.757101209,2.765001099,2.694721243,2.581179049,2.456892494,2.346960422,2.267571434,2.224998094,2.222156742,2.258355814,2.327224993,2.416999966,2.513218467,2.602648327,2.675844498,2.727940722,2.75773459,2.767533399,2.760085788,2.737166589,2.70087088,2.653584968,2.598511576,2.539129835,2.477666099,2.414577058,2.350876335,2.293488963,2.255143608,2.248593664,2.28472731,2.36762159,2.480075848,2.608253735,2.738234653,2.849883993,2.9284182,2.972884773,2.98732919,2.98041862,2.965776175,2.94936294,2.925427407,2.904562403,2.897531964,2.906453103,2.933787442,2.983861993,3.05354472,3.139909916,3.239332023,3.342498636,3.42151257,3.495893739,3.565642142,3.63075778,3.691240654
-0.134130907,-0.087549378,-0.038529379,0.01292909,0.066826028,0.123161436,0.202615692,0.277305818,0.334669742,0.367059849,0.374654107,0.362592145,0.337150821,0.304458054,0.271490922,0.244055255,0.224498994,0.211679432,0.202984484,0.198684254,0.202620796,0.219932561,0.253473829,0.30108254,0.35692564,0.416710595,0.482135053,0.562055488,0.667245162,0.803158743,0.965528369,1.142262451,1.316652357,1.469468925,1.583911502,1.652018575,1.677116343,1.671646626,1.649563644,1.620412206,1.5885899,1.556962417,1.528943438,1.506790346,1.490451358,1.477782258,1.464665035,1.446636866,1.420516982,1.385237957,1.341668083,1.292243332,1.240766122,1.190900666,1.148932192,1.124856749,1.123971564,1.143494682,1.178134597,1.220194705,1.262318968,1.299697957,1.327693053,1.344019357,1.352071396,1.356791077,1.357424787,1.350719078,1.336425992,1.313670688,1.282302996,1.244635661,1.20392458,1.164668239,1.133168386,1.12530002,1.168206629,1.283244653,1.473862917,1.721532638,1.987853224,2.229996256,2.412339477,2.510558066,2.51746383,2.449860664,2.340905929,2.221917395,2.11717918,2.042122673,2.002347904,2.000371321,2.035505111,2.101749177,2.188054051,2.280795122,2.367372435,2.438699798,2.490027991,2.519962102,2.53031996,2.523486256,2.50117595,2.465575216,2.419230598,2.365388961,2.307570884,2.248144695,2.187729713,2.127273217,2.07305352,2.036829141,2.030510853,2.064667592,2.143526112,2.250304622,2.371296801,2.493826693,2.599499716,2.674191414,2.716242089,2.729450508,2.722414481,2.708409462,2.693060585,2.670217516,2.649727105,2.642685415,2.651633318,2.678758115,2.727763627,2.796022967,2.880768382,2.978407708,3.079874732,3.157703782,3.231067303,3.299965296,3.36439776,3.424364696
-0.144299462,-0.097991353,-0.049314655,0.001730631,0.055144506,0.11092697,0.189547458,0.263347441,0.319979038,0.351961788,0.359532832,0.347781083,0.322879155,0.290867379,0.258597575,0.231750665,0.212589233,0.19998021,0.191417814,0.18721263,0.191187146,0.20842816,0.241742667,0.288977942,0.34427706,0.403369377,0.468009909,0.547194007,0.651981645,0.788083933,0.951260326,1.129254568,1.305133216,1.459395127,1.574953434,1.643674125,1.66879114,1.662778703,1.639820354,1.609663828,1.576813194,1.544230864,1.515396253,1.492593873,1.475825145,1.462938776,1.449715561,1.431542905,1.405156159,1.369464,1.325378245,1.275382631,1.223274337,1.172751025,1.130146931,1.105480337,1.103841828,1.122215613,1.155264417,1.195644919,1.236491949,1.273017421,1.300464181,1.316764483,1.325396117,1.331080057,1.332600718,1.326385082,1.312163111,1.289340717,1.257926845,1.220050144,1.178920025,1.139265892,1.10744271,1.099386355,1.142670192,1.259187638,1.452663203,1.704353267,1.975161563,2.221448255,2.406833741,2.506446565,2.512837822,2.442985963,2.330731307,2.208246785,2.100518871,2.023381283,1.982485977,1.980299994,2.016132376,2.08388218,2.172260884,2.26732293,2.356164174,2.429459342,2.482289212,2.513205923,2.523862168,2.516600106,2.493251504,2.456124846,2.407910254,2.352025163,2.292120444,2.230655879,2.168321011,2.106093312,2.050165993,2.012502976,2.005276007,2.039327823,2.119200125,2.227553243,2.349942433,2.473744757,2.580682204,2.656333951,2.698515757,2.711163411,2.703306719,2.688578874,2.672719268,2.649049669,2.627400302,2.619678876,2.628881024,2.65704357,2.707637784,2.778004397,2.865428952,2.966110969,3.070617331,3.150627606,3.225934103,3.296536824,3.362435766,3.423630932
